ISSID,Province,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,Latitude,Longitude,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,type,type_id,Violent_or_violent,violent,Rangecode,Reasonforprotest
303,6,KwaZulu Natal - eThekwini,1,0,Durban,Siyanda,KZN - Richmond,"-29.854904,30.960539",-29.854904,30.960539,Do not know,Do not know,07/12/2013,07/12/2013,0,Service delivery,9,Peaceful,0,5,"Hundreds of residents marching to demand the reinstatement of 14 expelled councillors and dismissal of mayor Maphetle Maphetle, Zuma sent Defense Minister Nosiviwe Mapisa-Nqakula to receive their memorandum."
291,3,Gauteng - Ekurhuleni,1,0,East Rand,Thokoza,GP - Tokoza,"-26.337843,28.140693",-26.337842,28.140692,Khumalo Street,Khumalo street,07/13/2013,07/13/2013,0,Crime related,1,Peaceful,0,5,"Different political parties and friends of murdered Duduzile Zozo, stage a march against hate crimes."
301,3,Gauteng - Ekurhuleni,1,0,Kempton Park,OR Tambo Int Aiport,GP - Int Airport Jhb,"-26.13515,28.22923",-26.135149,28.22923,R21,R21,07/14/2013,07/14/2013,0,Political causes,5,Peaceful,0,5,"The Liv Shange Defense Campaign to welcome her back in SA. The South African Embassy in Sweden has invited her to apply afresh for a spousal visa. This appears to aid and abet the false claim by the Department of Home Affairs that they have no record of her spousal visa, despite the fact it was first issued to her as long ago as 2007 and re-issued in 2009. The SA embassy further argues that as it is holiday time in Sweden, the application will take up to three weeks. Liv has no choice but to return to the country as the children have to return to school on the 15th July. Apart from the possible consequences of the children not being able to resume their schooling on time, the financial implications of not being able to travel on the date their ticket are booked, are significant."
355,9,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha’s YAB informal settlement,WC - Khayelitsha,"-34.029317,18.664369",-34.029316,18.664369,Pama Road,Pama Road,07/14/2013,07/15/2013,1,Service delivery,9,Violent,1,3,"The protest started after residents had a general meeting on Sunday afternoon to discuss issues like crime, which they agree is escalating. Information about receiving portable flush toilets has sparked a protest in the Khayelitsha YAB informal settlement on Sunday and Monday nights."
282,7,Mpumalanga - Mbombela,0,0,Nelspruit,Jack Snacks Nelspruit,MP - Nelspruit,"-25.466916,30.989688",-25.466916,30.989688,Fuchia Road,Fuchia Road,07/15/2013,07/15/2013,0,Labour related,4,Peaceful,0,5,"The strike is as the result of the employer refusing to grant the workers the minimum wage of R3500, 00."
297,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Dobsonville,GP - Dobsonville,"-26.216533,27.866653",-26.216532,27.866652,Luthuli St,Luthuli St,07/15/2013,07/16/2013,0,Labour related,4,Peaceful,0,5,"Lecturers at the South West Gauteng Further Education and Training (FET) College’s Dobsonville campus in Soweto went on a wildcat strike yesterday, leaving hundreds of students stranded.  Earlier, the lecturers had chased campus manager Busisiwe Setati out of the college, accusing her of nepotism and failing to provide leadership."
298,3,Gauteng - City of Johannesburg,1,0,Johannesburg,"Dube hostel, Soweto",GP - Dube,"-26.238287,27.892532",-26.238287,27.892531,Masina St,Masina St,07/15/2013,07/15/2013,0,Service delivery,9,Violent,1,5,"More than 300 residents of the Dube hostel in Soweto are protesting for electricity. At about 21:30 the residents went on the rampage, barricading the road with rocks and burning tires. There was no electricity at the hostel and they were demanding it. A public violence case was opened, but no arrests had been made yet."
300,7,Mpumalanga - Govan Mbeki,0,0,Secunda,Eskom’s Matla station,MP - Secunda,"-26.259811,29.256809",-26.25981,29.256809,Do not know,Do not know,07/15/2013,07/15/2013,0,Labour related,4,Peaceful,0,5,"Eskom’s Matla power station experienced protest action on Monday, as company wage talks reached a stalemate.  Eskom approached the CCMA on Friday after the unions dismissed a wage increase offer of 5.6%."
299,2,Free State - Masilonyana,0,1,Bloemfontein,Brandfort,FS - Brandfort,"-28.703191,26.456011",-28.703191,26.456011,Voortrekker St,Voortrekker ST,07/16/2013,07/16/2013,0,Service delivery,9,Peaceful,0,5,The protesters marched to the Masilonyana municipal offices to demand an end to what they described as ongoing water shortages in Brandfort and surrounding areas.
308,7,Mpumalanga - Umjindi,0,1,Barberton,"Fairview mine, Baberton",MP - Barberton,"-25.720674,31.112464",-25.720673,31.112463,Do not know,Do not know,07/16/2013,07/16/2013,-1,Individual causes,11,Peaceful,0,5,"""We want the wealth of this mine because it is situated in our land,"" Umjindi Community Forum leader Mandla Mamba said. Residents wants wealth to be shared with them, and we want 70 percent of the employees to be from here and 50 percent of the management to be from here."
313,7,Mpumalanga - Emalahleni,0,0,Witbank,Kriel,MP - Kriel,"-26.255075,29.263435",-26.255075,29.263435,Sonneblom St,Mooi Ave,07/16/2013,07/16/2013,0,Service delivery,9,Peaceful,0,5,"Locals accused executive mayor Salome Sithole of ignoring their complaints and have since called for an independent municipality, they want their town removed from Emalahleni local municipality jurisdiction. Issues raised during the dialogue included sewerage problems, poor road infrastructure, insufficient street lighting, which created an opportunity for criminal activities and drug abuse and unacceptable delays in the provision of low cost housing."
309,3,Gauteng - City of Tshwane,1,1,Pretoria,Sunnyside,GP - Sunnyside,"-25.758414,28.198611",-25.758413,28.198611,Justice Mahommed St,Justice Mahommed St,07/18/2013,07/19/2013,0,Education related,2,Peaceful,0,5,"Unisa students protested on Sunnyside campus against financial exclusion, demanding that NSFAS be available to fund students needy."
325,3,Gauteng - Ekurhuleni,1,0,Benoni,Albert Luthuli Park,GP - Crystalpark,"-26.12555,28.372116",-26.12555,28.372115,Springs Rd,Springs Rd,07/18/2013,07/18/2013,0,Vigilantism,7,Violent,1,5,"Albert Luthuli Park community members burned down the house of a woman on July 18, after her husband went missing on July 14. Community members suspected that the woman murdered her husband, Lepitsi Mohlala (56), after they apparently heard the couple arguing some days earlier."
331,3,Gauteng - Ekurhuleni,1,0,Johannesburg,OR Tambo Int Aiport,GP - Int Airport Jhb,"-26.135302,28.229045",-26.135301,28.229044,R21,OR Tambo Rd,07/18/2013,07/18/2013,-1,Labour related,4,Peaceful,0,5,"The strike came after airline management and representatives from Satawu failed to sign an agreement over increases to benefits. Satawu said SAA management had ""undermined"" employees by unilaterally implementing a wage increase at the airline, despite the fact employees had still been considering an improved offer from SAA. SAA raised its offer to increase basic pay, medical aid and housing allowances 6.5% from a previous offer to increase basic pay 6.23%."
340,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Westbury,GP - Eldorado Park,"-26.182012,27.973171",-26.182012,27.973171,Abraham Street,Main Rd,07/18/2013,07/18/2013,0,Labour related,4,Peaceful,0,5,A number of NGO-employed caregivers in Gauteng have been on strike for because the provincial health department has not paid their employers.
304,4,Northern Cape - Richtersveld,0,1,Alexander Bay,"Trans Hex mine Baken, Bloeddrift and Reuning",NC - Alexander Bay,"-28.604382,16.486987",-28.604382,16.486986,Do not know,Do not know,07/19/2013,07/19/2013,-1,Labour related,4,Peaceful,0,5,Trans Hex’s workers went on strike amid annual wage talks with the National Union of Mineworkers.
306,9,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town,WC - Cape Town Central,"-33.909097,18.56504",-33.909097,18.56504,Voortrekker Rd,Oxford steet,07/19/2013,07/19/2013,1,Service delivery,9,Peaceful,0,5,"Protesting against portable loo and bucket system, they were also there to voice their unhappiness over the fact that seven of their leaders were being held in custody, without a chance of bail."
307,9,Western Cape - City of Cape Town,1,0,Cape Town,Manenberg,WC - Manenberg,"-33.983792,18.555197",-33.983792,18.555197,Phillipi Ring road,Duinefontein Rd,07/19/2013,07/19/2013,-1,Crime related,1,Peaceful,0,5,"Proudly Manenberg, along with pupils from schools in the area march against gangsterism in Manenberg. Manenberg is on high alert after several people were killed and wounded in recent gun battles, allegedly between the Hard Livings and the Americans gangs."
315,5,North West - Tlokwe City Council,0,0,Potchefstroom,North West University (Potchefstroom campus),NW - Potchefstroom,"-26.690489,27.093171",-26.690488,27.093171,Hoffman St,Meyer St,07/19/2013,07/19/2013,0,Education related,2,Peaceful,0,5,"Labour federation Cosatu and ANC-aligned unions have called for more powers for Education Minister Blade Nzimande, including the right to appoint and fire university chancellors.  Marches also highlight the lack of transformation and alleged racism at the institution’s Potchefstroom campus. Marchers also called for the resignation of the university’s vice-chancellor, Theuns Eloff, “for his inability to transform the university”. They said students and staff have been victimised, among other things, under Eloff’s watch."
305,9,Western Cape - City of Cape Town,1,0,Cape Town,"Khayelitsha, YAB section",WC - Khayelitsha,"-34.029567,18.663495",-34.029567,18.663495,Pama Road,Pama Road,07/21/2013,07/24/2013,1,Service delivery,9,Violent,1,5,"The protests were initially about slack police work in the area but changed to anger about a lack of housing, sanitation and service delivery."
314,9,Western Cape - City of Cape Town,1,0,Cape Town,Eerste River,WC - Elsies River,"-34.000256,18.73325",-34.000256,18.73325,Ryneveld St,Ryneveld St,07/21/2013,07/21/2013,-1,Service delivery,9,Peaceful,0,5,"Nine people were arrested on Sunday on charges of public violence following the illegal occupation of a housing project in Eerste River. Human Settlements MEC Bonginkosi Madikizela said the people who had taken over the Our Pride housing project (on Saturday evening) should “come to terms with the fact that they do not qualify to get ownership of the houses”. The group, from Gugulethu and Eerste River, disputed this, saying they had erf numbers."
354,9,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha’s YAB informal settlement,WC - Khayelitsha,"-34.029317,18.664369",-34.029316,18.664369,Pama Road,Pama Road,07/21/2013,07/22/2013,1,Service delivery,9,Violent,1,3,"Violent protests, ostensibly over the City’s intention to supply portable flush toilets to residents of Khayelitsha’s YAB informal settlement, entered their second week yesterday, with three people having been arrested. However, YAB settlement residents are now demanding they be moved to a better area and basic services, including sanitation, be provided to them. Yesterday residents were up at 3am to dig up Pama Road. They said if they accept the portable flush toilets, the City of Cape Town will never relocate them."
316,6,KwaZulu Natal - eThekwini,1,0,Durban,Tongaat,KZN - Tongaat,"-29.575279,31.117983",-29.575278,31.117982,Church Street,High st,07/23/2013,07/23/2013,0,Crime related,1,Peaceful,0,5,A 36-year-old man accused of killing women and dumping their bodies in a sugarcane plantation in Tongaat north of Durban has appeared at the Verulam Magistrate's Court. Community members protested outside the court house demanding that the suspect be denied bail. The suspect will appear in court again on the 30th of this month for a bail application.
324,8,Limpopo - Lephalale,0,1,Lephalale,Medupi plant,LP - Lephalale,"-23.701379,27.566265",-23.701378,27.566265,Magol Drive,Palale Dr,07/23/2013,07/24/2013,0,Labour related,4,Violent,1,5,"National Union of Metalworkers South Africa and the National Union of Mineworkers warned that unhappiness at other power stations would likely see further work stoppages. The public owned company has offered a wage increase of 5.6% to the workers, but unions have dismissed this as an ""insult""."
334,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Parmalat dairy produce,EC - New Brighton,"-33.921425,25.582596",-33.921424,25.582595,Bennett Rd,Bennett Rd,07/23/2013,07/23/2013,-1,Labour related,4,Peaceful,0,5,"Members of FAWU and employees of Parmalat, the dairy producer, are on a protected national strike as from today in demand of higher wages. FAWU is demanding 9% while the company is offering 7 percent."
335,1,Eastern Cape - Buffalo City,0,0,East London,Parmalat dairy produce,EC - East London,"-32.986177,27.893938",-32.986176,27.893937,Phillip Frame Rd,Union Ave,07/23/2013,07/23/2013,-1,Labour related,4,Peaceful,0,5,"Members of FAWU and employees of Parmalat, the dairy producer, are on a protected national strike as from today in demand of higher wages. FAWU is demanding 9% while the company is offering 7 percent."
336,9,Western Cape - Stellenbosch,0,0,Stellenbosch,Parmalat dairy produce,WC - Stellenbosch,"-33.95842,18.853402",-33.958419,18.853401,Strand Road,R44,07/23/2013,07/23/2013,-1,Labour related,4,Peaceful,0,5,"Members of FAWU and employees of Parmalat, the dairy producer, are on a protected national strike as from today in demand of higher wages. FAWU is demanding 9% while the company is offering 7 percent."
337,9,Western Cape - Langeberg,0,0,Bonnievale,Parmalat dairy produce,WC - Bonnievale,"-33.925539,20.099707",-33.925539,20.099706,Akasia Ave,Olien Ave,07/23/2013,07/23/2013,-1,Labour related,4,Peaceful,0,5,"Members of FAWU and employees of Parmalat, the dairy producer, are on a protected national strike as from today in demand of higher wages. FAWU is demanding 9% while the company is offering 7 percent."
338,3,Gauteng - City of Johannesburg,1,0,Kyalami,Parmalat dairy produce,GP - Cosmo City,"-25.99225,28.071149",-25.992249,28.071148,Kyalami Blvd,Monte Carlo Cres,07/23/2013,07/23/2013,-1,Labour related,4,Peaceful,0,5,"Members of FAWU and employees of Parmalat, the dairy producer, are on a protected national strike as from today in demand of higher wages. FAWU is demanding 9% while the company is offering 7 percent."
